,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT
264,C,2,1,260.37,135045.205,0.894,120.0,300302.295,317.514,1335304.028,1.012,224505.927,80.0,440410.044,0.78,2921.0,48.621,1.101,18.442,15.204,16.54,146.821,2999.64,10670.546,24660801.534,2311.11,0.248,204.092,5,342.467,15.204,16.54,1.033,136.104,0,3,16,19,,,,,,,,,,
265,C,2,2,263.01,161708.453,0.896,109.0,445332.454,79.431,244714.614,1.0,210043.055,77.0,181240.114,0.793,2456.0,34.091,1.12,12.063,17.903,17.312,73.305,2472.416,9708.787,19059028.404,1963.07,0.355,170.726,6,263.517,17.903,17.312,0.85,108.176,0,4,16,19,,,,,,,,,,
266,C,2,3,316.457,233677.705,0.84,81.0,1275294.925,395.677,1180593.509,1.298,53983.876,25.0,420769.414,0.79,2502.0,51.682,1.15,19.602,13.476,14.226,167.841,2506.958,9389.435,21675219.123,2308.469,0.197,240.326,7,383.628,13.476,14.226,0.887,158.67,0,1,16,19,,,,,,,,,,
267,C,2,4,563.201,775244.953,0.816,138.0,4026794.46,985.707,5324996.94,1.024,62437.155,21.0,404794.872,0.697,2964.0,49.195,1.29,20.233,19.061,16.952,134.251,3015.201,15214.043,35617712.467,2341.108,0.302,176.756,5,311.856,19.061,16.952,1.107,119.155,0,3,16,19,,,,,,,,,,
268,C,2,1,56.827,32298.67,0.893,26.0,69140.521,157.384,544815.162,1.009,235313.202,78.0,476943.955,0.874,2588.0,51.596,1.023,18.552,14.752,12.832,185.163,2575.8,10644.888,20886540.908,1962.119,0.25,182.765,5,314.241,14.752,12.832,0.768,125.415,0,1,17,19,,,,,,,,,,
269,C,2,2,23.977,8833.245,0.829,5.0,48043.829,755.653,4151252.364,0.966,37465.245,12.0,295933.156,0.867,2580.0,40.519,0.996,14.039,31.64,35.106,113.232,2613.519,11132.5,28414156.231,2552.361,0.68,168.331,5,217.234,31.64,35.106,0.77,75.381,0,1,17,19,,,,,,,,,,
270,C,2,3,1.901,1766.889,0.965,2.0,1679.674,25.245,80229.623,1.183,110550.61,39.0,467224.831,0.763,2653.0,54.004,1.254,21.115,17.435,22.22,177.136,2637.665,9003.912,14831662.791,1647.247,0.38,162.956,6,233.259,17.435,22.22,1.079,81.83,0,2,17,19,,,,,,,,,,
271,C,2,4,238.716,132466.34,0.905,84.0,451854.79,319.943,1209681.486,1.032,101826.257,35.0,735390.554,0.778,3506.5,57.635,1.021,20.047,17.813,18.644,205.761,3574.011,14832.689,18490503.77,1246.605,0.367,128.136,5,206.489,17.813,18.644,0.982,85.94,0,1,17,19,,,,,,,,,,
272,C,2,5,242.624,229314.309,0.851,55.0,1162385.493,297.128,1570643.438,0.974,219381.705,63.0,356632.107,0.778,2268.0,50.036,1.189,19.266,24.401,25.572,154.954,2301.532,12128.79,16678936.444,1375.153,0.765,64.153,2,150.256,24.401,25.572,1.226,59.717,0,0,17,19,,,,,,,,,,
273,C,2,1,197.839,103287.824,0.951,31.0,1348482.846,260.686,1587568.197,0.947,90722.732,25.0,418514.181,0.711,2695.0,52.052,1.357,21.647,10.731,9.894,153.264,2730.672,9799.009,13033170.874,1330.05,0.24,127.245,2,263.67,10.731,9.894,1.743,121.89,0,0,18,19,,,,,,,,,,
274,C,2,2,127.703,95026.257,0.911,23.0,684769.33,429.372,2831423.264,0.846,9406.266,2.0,416204.444,0.77,2559.0,51.659,1.234,21.141,11.529,10.576,163.51,2545.438,12158.58,14519948.706,1194.214,0.303,108.091,2,222.423,11.529,10.576,1.731,104.953,0,0,18,19,,,,,,,,,,
275,C,2,3,0.951,746.778,0.965,1.0,709.916,289.417,1232889.654,0.999,65500.445,21.0,446025.47,0.756,2575.0,53.885,1.214,20.698,24.36,27.833,174.706,2553.001,12971.325,26077432.751,2010.391,0.627,133.301,4,200.69,24.36,27.833,1.046,75.164,0,2,18,19,,,,,,,,,,
276,C,2,4,287.304,170331.892,0.883,96.0,603000.728,475.214,3670587.5,0.903,267128.688,56.0,436426.865,0.738,2455.0,54.632,1.247,21.225,19.326,20.225,175.34,2489.03,10404.463,14895681.902,1431.663,0.553,100.582,3,180.446,19.326,20.225,0.924,69.705,0,1,18,19,,,,,,,,,,
277,C,2,1,637.245,771669.533,0.838,162.0,3625798.449,839.52,4878424.958,1.068,296010.596,82.0,410027.402,0.734,2662.5,50.881,1.273,20.423,13.271,12.002,151.257,2710.795,20283.202,47821521.463,2357.691,0.207,202.434,3,378.324,13.271,12.002,1.0,172.536,0,1,19,19,,,,,,,,,,
278,C,2,2,91.473,117019.243,0.918,25.0,638405.175,617.282,3266785.835,1.334,58951.593,18.0,444724.467,0.894,4264.5,37.353,0.93,14.052,14.61,12.002,99.289,4479.091,14349.571,53749618.314,3745.73,0.157,324.636,5,547.785,14.61,12.002,0.99,239.604,0,3,19,19,,,,,,,,,,
279,C,2,3,339.378,139301.437,0.903,174.0,275530.325,49.011,204186.645,1.101,270377.934,72.0,183551.963,0.711,2308.0,37.297,1.241,14.368,17.92,17.659,78.692,2332.542,7937.795,27838793.755,3507.119,0.178,338.032,11,497.942,17.92,17.659,1.221,158.218,0,7,19,19,,,,,,,,,,
280,C,2,4,30.526,29696.99,0.927,17.0,53878.114,249.912,1459839.778,1.026,119331.099,28.0,398586.353,0.889,2814.0,43.88,0.959,15.744,15.621,15.168,136.258,2925.226,19745.857,25282703.189,1280.405,0.397,109.39,4,201.386,15.621,15.168,1.695,83.107,0,2,19,19,,,,,,,,,,
281,C,2,1,178.509,90536.202,0.9,31.0,800298.301,209.352,2258458.3,0.995,236410.873,29.0,359261.786,0.861,2592.0,45.199,1.029,16.571,16.459,20.73,139.955,2566.977,13050.455,15245932.79,1168.23,0.487,77.196,2,173.565,16.459,20.73,1.385,73.962,0,0,20,19,,,,,,,,,,
282,C,4,1,101.824,66638.082,0.906,61.0,111564.594,415.852,2199112.848,1.033,145121.995,36.0,517952.949,0.89,2817.0,51.083,1.036,18.554,12.044,10.486,184.741,2803.672,17540.311,22844076.885,1302.376,0.28,137.23,4,241.598,12.044,10.486,0.981,97.623,0,2,1,17,,,,,,,,,,
283,C,4,2,155.905,69237.37,0.938,65.0,153361.667,132.033,594431.771,1.105,213555.5,58.0,658019.081,0.812,2916.0,59.163,1.1,21.935,9.101,7.436,226.147,2909.702,18589.001,31955844.125,1719.073,0.135,204.474,2,399.514,9.101,7.436,1.127,189.734,0,0,1,17,,,,,,,,,,
284,C,4,3,86.297,106466.682,0.93,31.0,397024.452,489.262,4142983.281,1.183,47458.428,12.0,725508.976,0.947,4520.0,46.381,0.905,16.589,17.276,17.289,162.137,4474.672,31988.775,37140484.142,1161.047,0.54,74.317,2,164.335,17.276,17.289,0.999,69.689,0,0,1,17,,,,,,,,,,
285,C,4,4,24.822,29610.334,0.924,10.0,72905.687,594.255,3150857.385,1.425,52250.231,15.0,308668.765,0.868,2485.0,42.342,1.032,15.289,21.144,22.142,123.9,2491.274,14599.915,26395253.532,1807.905,0.479,134.611,4,217.85,21.144,22.142,0.901,85.492,0,0,1,17,,,,,,,,,,
286,C,4,1,20.492,27625.837,0.913,13.0,41827.494,416.591,2371581.837,1.262,49002.646,18.0,425933.92,0.919,3427.0,41.309,0.932,15.289,15.145,13.421,124.851,3411.548,17936.072,25092996.999,1399.024,0.395,100.6,2,210.889,15.145,13.421,1.11,94.341,0,0,2,17,,,,,,,,,,
287,C,4,2,18.062,13381.108,0.99,6.0,42404.004,888.742,4112466.176,1.379,94296.123,36.0,308106.937,0.699,2392.0,48.145,1.397,19.891,21.105,22.33,128.97,2388.98,4069.899,10577431.268,2598.942,0.372,183.811,5,296.21,21.105,22.33,0.871,112.845,0,3,2,17,,,,,,,,,,
288,C,4,1,198.261,109201.866,0.635,21.0,1307480.93,574.503,3193002.92,1.237,37676.291,11.0,392431.28,0.738,2255.0,54.723,1.144,20.167,12.635,10.275,175.763,2232.734,18648.629,24330857.674,1304.7,0.309,137.339,4,230.431,12.635,10.275,0.871,85.536,0,2,3,17,,,,,,,,,,
289,C,4,2,93.691,68911.025,0.958,45.0,150580.625,809.522,5559123.757,0.966,37404.272,9.0,683519.451,0.592,2746.0,72.719,1.113,22.647,18.554,18.606,248.962,2745.479,15652.262,29478248.899,1883.322,0.371,152.925,5,252.653,18.554,18.606,1.407,105.595,0,1,3,17,,,,,,,,,,
290,C,4,3,248.434,120486.984,0.915,121.0,255795.477,463.489,2079846.175,0.906,199091.148,54.0,232894.049,0.828,2226.0,39.95,1.019,13.195,18.248,19.894,105.098,2215.961,9065.404,27202012.8,3000.64,0.259,199.166,3,381.507,18.248,19.894,0.973,173.33,0,1,3,17,,,,,,,,,,
291,C,4,4,425.675,193996.619,0.834,112.0,852053.743,551.899,3730742.897,0.844,314555.233,62.0,229486.007,0.678,2288.0,43.188,1.369,16.479,16.994,14.545,100.662,2279.765,10009.116,30025297.324,2999.795,0.313,266.691,9,347.141,16.994,14.545,0.968,107.852,0,7,3,17,,,,,,,,,,
292,C,4,5,102.141,74223.469,0.938,47.0,163377.708,136.047,686497.17,0.965,251841.347,59.0,484263.878,0.902,2718.0,49.919,0.977,17.065,24.681,26.65,178.931,2706.421,5677.784,7617705.505,1341.669,0.655,82.924,4,160.391,24.681,26.65,0.867,56.195,0,0,3,17,,,,,,,,,,
293,C,4,1,77.319,38592.421,0.898,35.0,88799.741,807.832,3360147.061,1.22,104028.788,41.0,440081.122,0.334,2394.0,83.231,1.634,19.765,20.929,20.929,184.002,2391.726,9819.974,36703101.039,3737.597,0.189,296.737,6,499.101,20.929,20.929,0.814,155.17,0,4,4,17,,,,,,,,,,
294,C,4,2,136.047,49934.94,0.879,49.0,142786.756,184.213,585322.218,1.268,38139.669,15.0,479975.861,0.733,2868.0,51.992,1.232,20.271,8.775,7.823,157.7,3043.591,12139.15,18876798.674,1555.035,0.128,208.635,4,391.044,8.775,7.823,1.431,167.665,0,2,4,17,,,,,,,,,,
295,C,4,3,95.381,79632.566,0.86,24.0,357165.521,568.905,3153723.456,1.182,23004.542,8.0,351889.156,0.849,2600.5,44.876,1.05,16.541,19.326,20.311,136.047,2586.526,9836.247,10037481.055,1020.458,0.732,56.268,2,132.398,19.326,20.311,1.396,54.551,0,0,4,17,,,,,,,,,,
296,C,4,4,13.52,8342.294,0.874,6.0,19318.257,1190.834,5343006.589,1.204,144218.1,57.0,360117.573,0.828,2468.0,47.2,1.086,17.312,32.93,43.72,146.715,2454.533,12927.034,34268408.164,2650.91,0.586,198.539,6,238.344,32.93,43.72,0.847,86.15,0,2,4,17,,,,,,,,,,
297,C,4,1,10.457,8331.219,0.964,8.0,11191.559,158.44,280071.846,1.313,193388.946,117.0,631251.297,0.778,2475.0,64.169,1.156,23.282,17.225,21.125,255.088,2474.639,11882.817,36097865.358,3037.821,0.216,233.227,4,420.593,17.225,21.125,0.906,155.47,0,2,5,17,,,,,,,,,,
298,C,4,2,25.456,20488.063,1.023,19.0,27135.47,162.348,534490.48,1.06,70617.108,32.0,232933.659,0.754,2413.5,40.111,1.059,13.027,14.659,13.528,96.543,2412.753,10883.265,12611845.548,1158.829,0.413,113.381,4,187.775,14.659,13.528,0.847,76.756,0,2,5,17,,,,,,,,,,
299,C,4,3,253.293,275368.813,0.821,82.0,1043653.502,45.419,134073.302,0.966,60318.024,26.0,454519.96,0.613,2833.0,57.043,1.12,18.23,18.949,19.179,158.757,2862.996,11551.222,15661410.946,1355.823,0.501,157.358,7,184.419,18.949,19.179,0.745,70.835,1,3,5,17,,,,,,,,,,
300,C,4,4,54.186,38349.373,0.88,36.0,57808.902,255.616,751081.383,0.952,72331.483,33.0,695496.344,0.931,4732.5,44.253,0.941,16.004,12.002,11.482,145.131,4792.199,20991.731,25086361.008,1195.059,0.311,107.033,2,219.701,12.002,11.482,1.35,98.571,0,0,5,17,,,,,,,,,,
301,C,4,5,14.154,4416.369,0.914,3.0,28029.176,205.549,547525.435,1.033,57388.872,31.0,667967.626,0.801,3438.5,55.108,1.137,21.334,12.305,13.322,193.508,3451.888,17160.781,21053751.382,1226.853,0.339,104.732,2,213.35,12.305,13.322,1.895,100.908,0,0,5,17,,,,,,,,,,
302,C,4,1,18.696,10220.734,0.911,10.0,18452.964,45.419,114039.953,1.244,35673.159,15.0,469011.716,0.925,3211.0,43.902,0.947,14.721,20.858,19.061,141.857,3306.241,15863.14,16108923.004,1015.494,0.637,114.456,5,141.516,20.858,19.061,1.274,49.358,0,1,6,17,,,,,,,,,,
303,C,4,2,0.951,759.0,0.965,1.0,721.535,139.427,426061.095,1.342,44578.203,19.0,469245.467,0.909,3343.0,43.981,0.971,15.348,24.122,24.934,139.85,3355.358,20513.098,26247749.281,1279.56,0.77,111.647,5,144.484,24.122,24.934,0.94,49.043,0,1,6,17,,,,,,,,,,
304,C,4,3,0.951,580.111,0.965,1.0,551.476,37.92,113925.56,1.136,19786.467,8.0,338950.005,0.883,2649.0,42.559,1.0,15.802,15.925,13.863,127.28,2663.026,13331.07,17286024.499,1296.672,0.468,99.595,3,186.587,15.925,13.863,0.888,78.773,0,1,6,17,,,,,,,,,,
305,C,4,1,81.332,58302.566,0.944,38.0,148333.102,251.603,982382.372,1.232,98713.066,39.0,373395.68,0.825,2351.0,49.416,1.102,18.466,14.61,14.093,160.341,2328.758,6669.819,15661261.273,2348.079,0.232,184.864,3,356.736,14.61,14.093,1.566,165.083,0,1,7,17,,,,,,,,,,
306,C,4,2,95.381,90522.521,0.895,43.0,224978.498,737.59,3057227.551,1.168,115643.841,44.0,259499.59,0.917,2363.0,38.588,0.977,13.928,13.848,14.955,108.69,2387.526,11531.093,37688262.975,3268.403,0.165,253.781,2,499.482,13.848,14.955,1.034,237.569,0,0,7,17,,,,,,,,,,
307,C,4,1,209.246,147870.888,0.917,79.0,451457.845,423.246,1753929.223,1.253,66613.84,26.0,582393.721,0.691,3218.0,57.391,1.4,23.676,13.298,13.734,181.044,3216.863,19226.747,27002256.451,1404.411,0.324,114.21,2,233.247,13.298,13.734,1.229,105.523,0,0,8,17,,,,,,,,,,
308,C,4,2,159.391,104030.374,0.928,84.0,206599.156,289.734,1157786.195,0.956,313195.266,93.0,397424.354,0.693,2648.5,51.005,1.293,19.095,19.131,17.441,143.441,2770.649,20155.701,32660649.339,1620.417,0.486,111.311,3,204.654,19.131,17.441,0.969,76.551,0,1,8,17,,,,,,,,,,
309,C,4,3,342.547,184649.38,0.849,95.0,804364.502,569.433,3013354.598,0.957,195277.21,58.0,392089.367,0.626,2577.0,54.388,1.585,23.058,17.113,16.72,147.349,2660.956,13882.742,34493812.654,2484.654,0.287,202.475,5,329.571,17.113,16.72,1.556,146.171,0,3,8,17,,,,,,,,,,
310,C,4,4,74.678,66837.494,0.865,17.0,326480.048,547.04,3509215.113,1.217,21217.126,7.0,337789.169,0.927,2550.0,42.342,0.961,15.549,18.277,20.205,132.244,2554.278,19132.182,21720279.212,1135.275,0.626,71.595,2,150.945,18.277,20.205,1.056,66.639,0,0,8,17,,,,,,,,,,
311,C,4,1,175.34,97616.973,0.881,32.0,1024111.21,153.37,762067.604,0.903,52551.845,15.0,420463.097,0.559,2466.0,62.006,1.268,19.57,12.572,12.871,171.009,2458.713,11050.804,16028795.522,1450.464,0.209,177.343,6,295.594,12.572,12.871,1.32,119.506,0,2,9,17,,,,,,,,,,
312,C,4,2,0.951,941.556,0.965,1.0,895.08,323.429,1219243.755,1.071,79718.681,27.0,344616.977,0.634,2146.0,56.325,1.58,23.589,18.539,20.135,160.13,2152.109,8477.249,23940921.716,2824.138,0.316,166.801,2,335.262,18.539,20.135,1.173,155.371,0,0,9,17,,,,,,,,,,
313,C,4,3,1.901,4032.556,0.965,2.0,3833.506,309.592,1399229.026,1.244,43040.201,14.0,338960.251,0.91,2414.0,44.046,0.975,15.473,15.377,17.266,140.483,2412.814,15781.199,21924921.53,1389.306,0.427,99.094,2,202.266,15.377,17.266,1.358,92.603,0,0,9,17,,,,,,,,,,
314,C,4,1,219.598,151064.456,0.857,68.0,591498.944,259.736,1166000.352,0.997,274821.863,72.0,314844.118,0.469,2499.0,58.108,1.939,22.023,19.429,15.075,125.907,2500.611,13219.253,54387456.697,4114.261,0.227,277.207,5,477.582,19.429,15.075,0.866,204.051,0,1,10,17,,,,,,,,,,
315,C,4,2,219.598,296326.408,0.844,81.0,914200.2,47.954,223945.787,1.058,228751.179,56.0,418680.015,0.694,2709.0,52.834,1.155,18.438,21.838,23.807,154.215,2714.914,15775.824,22908930.974,1452.154,0.568,112.929,4,179.249,21.838,23.807,0.713,64.642,0,0,10,17,,,,,,,,,,
316,C,4,3,61.792,53351.089,0.795,9.0,418718.04,219.07,1247353.102,1.163,24828.283,6.0,330129.763,0.9,2784.0,40.306,0.969,14.777,16.285,15.867,116.4,2836.154,17618.471,41153687.102,2335.826,0.267,186.281,4,331.417,16.285,15.867,1.175,141.216,0,0,10,17,,,,,,,,,,
317,C,4,4,4.859,8184.766,0.946,4.0,10671.982,936.697,6434443.551,1.389,26287.753,7.0,299232.508,0.691,2498.0,46.727,1.303,18.644,20.683,17.516,119.992,2493.775,11462.888,28262160.104,2465.536,0.37,139.032,2,289.462,20.683,17.516,1.237,125.872,0,0,10,17,,,,,,,,,,
318,C,4,1,101.718,72250.418,0.928,49.0,157849.846,659.955,4570867.385,0.99,25408.537,7.0,422420.146,0.935,2415.0,48.676,0.988,17.252,24.981,26.622,176.291,2396.156,16959.647,26313721.322,1551.549,0.596,99.135,3,180.865,24.981,26.622,1.089,74.184,0,1,11,17,,,,,,,,,,
319,C,4,1,237.871,293695.951,0.816,46.0,2280962.889,128.759,978977.076,0.891,167275.209,27.0,402479.537,0.789,2809.0,47.509,1.209,19.492,14.025,12.305,141.645,2841.462,18858.397,22544868.354,1195.482,0.405,93.63,2,192.521,14.025,12.305,1.108,85.065,0,0,12,17,,,,,,,,,,
320,C,4,1,96.543,61705.171,0.957,55.0,106797.878,27.146,83939.862,1.078,117983.339,41.0,210842.07,0.697,2349.0,40.088,1.223,14.905,16.79,15.867,89.149,2365.057,8895.312,9052866.899,1017.712,0.467,99.839,4,165.478,16.79,15.867,0.857,66.159,0,0,13,17,,,,,,,,,,
321,C,4,2,69.502,45942.04,0.949,41.0,76882.633,97.81,375159.855,0.968,277724.241,83.0,289071.759,0.639,2071.0,52.238,1.175,18.539,16.277,16.546,138.688,2084.336,7600.195,11299968.756,1486.8,0.379,132.044,5,221.927,16.277,16.546,0.937,68.713,0,1,13,17,,,,,,,,,,
322,C,4,3,368.531,192644.321,0.925,194.0,370284.977,132.033,454526.403,1.068,472538.481,154.0,213306.127,0.569,2290.0,44.839,1.389,15.63,25.277,26.985,91.05,2342.733,9038.308,27072974.294,2995.359,0.422,179.949,4,298.57,25.277,26.985,0.908,125.3,0,2,13,17,,,,,,,,,,
323,C,4,4,109.007,75564.951,0.968,63.0,131555.587,109.007,448928.722,0.952,239172.83,64.0,255755.444,0.892,2594.0,36.99,0.98,13.476,20.424,19.696,97.176,2631.866,10851.493,21186473.403,1952.402,0.484,101.763,2,225.072,20.424,19.696,1.401,84.173,0,0,13,17,,,,,,,,,,
324,C,4,5,322.372,288493.771,0.908,137.0,813755.868,595.1,2725505.995,1.041,170990.194,56.0,366912.848,0.918,3103.0,39.241,0.969,13.921,17.362,16.585,112.492,3261.67,16002.152,26345968.379,1646.402,0.379,127.14,3,233.589,17.362,16.585,0.957,101.295,0,1,13,17,,,,,,,,,,
325,C,4,6,150.729,176795.793,0.901,41.0,769468.648,291.741,1530025.158,0.966,154271.187,45.0,428670.599,0.814,2781.0,48.848,1.154,18.781,13.991,15.634,154.637,2772.103,14732.378,25270008.247,1715.27,0.273,150.849,3,281.218,13.991,15.634,0.954,118.063,0,1,13,17,,,,,,,,,,
326,C,4,7,2.218,1264.0,0.956,1.0,2803.752,72.882,222918.463,1.067,172202.674,62.0,459940.927,0.71,2525.0,56.738,1.205,20.501,18.466,17.126,181.889,2528.69,14525.911,34643465.138,2384.943,0.359,137.177,2,288.749,18.466,17.126,1.313,124.979,0,0,13,17,,,,,,,,,,
327,C,4,1,100.979,87248.166,0.926,57.0,151614.181,428.95,1771157.552,1.073,195405.321,61.0,732133.664,0.818,5392.5,45.918,1.033,17.706,10.754,8.722,137.315,5331.799,21689.924,36372433.003,1676.928,0.178,182.198,3,344.213,10.754,8.722,1.282,151.287,0,1,14,17,,,,,,,,,,
328,C,4,1,147.032,96375.383,0.896,61.0,252966.374,1048.027,3907783.826,1.285,43627.756,24.0,424688.372,0.864,2916.0,45.452,0.999,16.796,15.634,12.109,141.962,2991.561,19268.664,37996702.002,1971.943,0.307,195.459,6,284.038,15.634,12.109,0.91,96.95,0,2,15,17,,,,,,,,,,
329,C,4,2,10.985,7948.276,0.944,8.0,10409.077,526.654,1481919.22,1.238,69950.365,39.0,1304412.16,0.869,4616.5,63.575,0.985,22.982,12.063,9.854,279.488,4667.15,24880.436,45147022.018,1814.559,0.227,160.324,2,316.694,12.063,9.854,1.311,150.263,0,0,15,17,,,,,,,,,,
330,C,4,3,4.542,3376.028,0.958,4.0,4128.626,449.969,1163590.587,1.105,92900.704,49.0,890220.22,0.471,3434.0,82.176,1.346,23.037,19.314,15.145,253.293,3514.593,15761.613,28981627.873,1838.748,0.306,182.332,5,274.711,19.314,15.145,0.948,87.509,0,3,15,17,,,,,,,,,,
331,C,4,4,5.809,3595.706,0.957,4.0,5483.182,333.146,1122092.543,1.024,33813.332,14.0,379598.812,0.602,2258.0,59.355,1.557,22.851,15.159,13.975,168.791,2248.924,8934.226,12025464.529,1346.0,0.351,120.829,3,219.546,15.159,13.975,0.889,86.289,0,1,15,17,,,,,,,,,,
332,C,4,1,520.845,558909.62,0.853,158.0,2239018.678,587.812,2297702.907,1.038,370170.68,119.0,602668.321,0.529,2936.0,69.81,1.352,21.732,20.795,24.362,205.021,2939.541,15406.249,46656588.362,3028.42,0.291,224.182,5,361.774,20.795,24.362,0.878,137.547,0,3,16,17,,,,,,,,,,
333,C,4,2,299.874,219309.932,0.907,118.0,622059.038,555.068,3479508.481,0.951,344176.195,79.0,359954.908,0.44,2583.0,62.855,1.718,20.575,15.653,11.942,138.371,2601.379,12622.214,29979265.998,2375.119,0.231,207.353,4,359.278,15.653,11.942,1.468,159.301,0,0,16,17,,,,,,,,,,
334,C,4,3,171.009,195782.53,1.003,43.0,809540.311,543.871,3187689.586,0.821,58255.454,16.0,383800.321,0.841,2516.0,47.671,1.086,17.978,21.588,24.312,152.102,2523.304,10354.227,20053745.848,1936.769,0.544,100.122,2,211.521,21.588,24.312,1.613,92.262,0,0,16,17,,,,,,,,,,
335,C,4,1,38.554,47785.99,0.92,16.0,147168.886,1017.712,3005499.889,1.331,83681.343,56.0,288448.034,0.919,2379.5,40.753,0.975,13.928,28.512,29.663,121.471,2374.633,8769.053,25873732.2,2950.573,0.55,148.785,4,259.713,28.512,29.663,0.833,110.77,0,0,17,17,,,,,,,,,,
336,C,4,2,215.373,119941.643,0.934,105.0,244769.329,379.939,803046.599,1.055,89045.816,53.0,374395.224,0.82,3108.0,42.393,1.003,16.265,11.707,13.325,117.246,3193.259,21148.551,35109408.296,1660.133,0.212,153.489,2,313.741,11.707,13.325,1.047,138.709,0,0,17,17,,,,,,,,,,
337,C,4,1,6.549,4271.094,0.942,5.0,6124.441,25.984,79783.773,1.072,59438.515,21.0,366133.958,0.767,2266.0,51.412,1.199,20.518,12.572,9.685,161.397,2268.524,10653.663,21551937.794,2022.96,0.189,184.241,2,367.196,12.572,9.685,1.149,162.758,0,0,18,17,,,,,,,,,,
338,C,4,2,47.321,31626.057,1.07,20.0,74737.04,114.816,347800.14,1.159,83870.38,31.0,342746.964,0.89,2399.5,44.909,0.993,15.786,34.825,9.131,142.807,2400.069,8293.811,22088646.855,2663.269,0.269,221.027,5,352.683,34.825,9.131,0.817,123.706,0,3,18,17,,,,,,,,,,
339,C,4,1,129.921,85256.713,0.966,65.0,185691.535,374.657,2478481.538,0.993,315969.618,82.0,461002.474,0.678,2859.0,54.884,1.528,23.625,11.932,11.418,162.559,2835.903,13729.83,25309501.499,1843.395,0.217,174.926,3,326.581,11.932,11.418,1.09,155.335,0,1,19,17,,,,,,,,,,
340,C,4,2,184.952,69803.898,0.898,64.0,186032.92,141.645,544939.062,1.025,158862.314,50.0,406288.115,0.899,3435.0,40.885,0.995,15.867,7.982,6.536,119.569,3397.93,12228.459,22426925.076,1833.994,0.098,246.879,2,485.53,7.982,6.536,0.997,230.337,0,0,19,17,,,,,,,,,,
341,C,4,3,38.554,18820.977,0.912,17.0,44347.744,287.199,1002026.91,1.254,56960.132,22.0,349792.68,0.511,2378.0,59.419,1.407,17.706,20.15,22.452,143.652,2434.998,21497.874,22151136.493,1030.387,0.614,93.224,5,145.16,20.15,22.452,1.062,56.864,0,1,19,17,,,,,,,,,,
342,C,4,4,76.474,39615.5,0.922,44.0,71114.049,143.547,560678.585,1.015,143610.684,41.0,406284.312,0.729,2928.0,47.547,1.231,18.483,15.392,16.228,131.083,3099.453,14110.888,15240207.829,1080.032,0.442,114.756,5,175.182,15.392,16.228,0.884,72.712,0,1,19,17,,,,,,,,,,
343,C,4,1,125.696,62735.708,0.837,54.0,139568.209,4.648,26169.62,0.99,33636.964,7.0,487986.264,0.68,2746.0,57.112,1.509,23.67,10.346,10.275,176.396,2766.419,12656.135,20826385.195,1645.557,0.181,178.031,3,338.079,10.346,10.275,0.981,153.23,0,1,20,17,,,,,,,,,,
344,C,4,2,203.648,155609.486,0.944,47.0,804724.795,688.791,6205676.966,0.934,80067.184,16.0,387192.941,0.874,3021.0,42.171,1.045,16.285,17.403,16.575,123.689,3130.382,13818.304,31267129.113,2262.733,0.266,170.025,3,326.879,17.403,16.575,0.989,148.717,0,1,20,17,,,,,,,,,,
345,C,4,3,14.788,11946.077,0.898,6.0,30109.703,607.775,3988642.772,1.221,183735.765,47.0,329683.913,0.726,2609.0,46.81,1.355,18.608,30.322,32.948,126.646,2603.187,20988.99,49937818.844,2379.239,0.717,126.774,4,204.185,30.322,32.948,1.007,80.984,0,0,20,17,,,,,,,,,,
346,C,6,1,615.803,384737.913,0.825,163.0,1767631.526,558.131,1901976.922,1.055,247484.651,86.0,485080.582,0.729,2354.0,59.525,1.233,22.81,18.084,19.515,205.655,2358.711,12007.578,39035066.675,3250.869,0.256,235.608,5,399.742,18.084,19.515,1.291,177.911,0,3,1,15,,,,,,,,,,
347,C,6,2,67.707,39764.506,0.85,24.0,129131.034,468.454,3908948.782,1.028,63481.352,17.0,394385.161,0.797,2427.0,50.747,1.166,19.254,11.022,10.219,163.299,2415.115,13335.35,25335902.652,1899.905,0.18,186.495,2,364.192,11.022,10.219,1.371,174.529,0,0,1,15,,,,,,,,,,
