,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT
348,C,6,3,142.596,76883.588,0.951,86.0,132370.813,280.333,897658.972,1.112,327690.61,112.0,616036.844,0.402,3057.0,78.921,1.737,20.449,26.47,24.964,199.317,3090.733,14244.909,56917561.644,3995.642,0.342,252.464,7,383.298,26.47,24.964,0.92,150.683,0,3,1,15,,,,,,,,,,
349,C,6,4,551.054,431548.107,0.894,206.0,1850162.646,1189.144,5641558.546,1.029,608409.626,182.0,435575.937,0.827,2728.0,49.27,1.062,18.345,19.357,17.248,159.813,2725.535,15819.52,124790000.0,7888.616,0.133,505.629,5,862.291,19.357,17.248,0.797,324.8,0,3,1,15,,,,,,,,,,
350,C,6,1,236.709,149847.522,0.796,54.0,806669.274,389.551,3393525.273,0.975,126233.249,23.0,436996.192,0.865,2626.0,48.994,1.083,19.567,15.988,15.988,165.306,2643.565,12034.459,15586949.591,1295.193,0.477,87.208,2,184.773,15.988,15.988,1.177,78.149,0,0,2,15,,,,,,,,,,
351,C,6,2,74.044,41792.236,0.917,28.0,115065.482,813.113,5698900.472,0.991,109287.771,25.0,211387.209,0.884,2022.5,38.523,1.054,14.323,21.531,21.684,104.359,2025.576,18530.594,52994528.508,2859.84,0.431,140.376,2,288.779,21.531,21.684,1.462,132.635,0,0,2,15,,,,,,,,,,
352,C,6,1,24.083,14555.943,0.879,12.0,27063.221,594.889,1656129.462,1.305,18680.39,13.0,747299.74,0.825,3909.0,54.312,1.015,19.899,14.352,13.153,193.719,3857.645,27968.846,29241203.303,1045.492,0.465,95.206,3,168.093,14.352,13.153,0.939,71.876,0,1,3,15,,,,,,,,,,
353,C,6,2,132.35,84530.871,0.941,78.0,146579.173,346.033,732773.867,1.022,83598.62,56.0,560108.518,0.796,3140.0,52.48,1.026,18.405,12.871,7.748,174.389,3211.825,15080.351,20584865.362,1365.012,0.278,143.474,4,248.2,12.871,7.748,0.892,100.358,0,2,3,15,,,,,,,,,,
354,C,6,1,13.52,6469.16,0.91,9.0,9813.977,0.423,598.586,1.407,4207.5,3.0,189047.714,0.817,2315.0,35.545,1.084,12.444,23.732,26.186,82.177,2300.481,7980.62,26203586.595,3283.402,0.293,270.228,8,375.172,23.732,26.186,0.689,120.161,0,4,4,15,,,,,,,,,,
355,C,6,2,3.803,2571.333,0.965,4.0,2444.41,0.423,620.451,0.857,1468.5,1.0,203223.541,0.851,2275.5,36.316,1.056,12.884,18.466,18.896,89.36,2274.209,7947.922,13907354.021,1749.81,0.368,196.477,9,244.325,18.466,18.896,1.068,86.351,0,5,4,15,,,,,,,,,,
356,C,6,3,27.991,17412.655,0.953,19.0,26508.364,199.951,479896.218,0.992,325249.458,160.0,409343.998,0.474,2558.5,64.957,1.808,22.023,23.746,23.746,159.285,2569.886,7323.479,12132422.325,1656.647,0.479,181.605,7,208.52,23.746,23.746,0.854,66.402,0,3,4,15,,,,,,,,,,
357,C,6,4,429.795,375269.568,0.774,94.0,2105644.623,529.506,1868767.079,0.969,121189.93,53.0,375846.322,0.872,3588.0,39.097,1.093,15.204,19.45,21.188,106.049,3544.079,3713.082,6154796.746,1657.598,0.415,157.667,6,223.972,19.45,21.188,1.03,89.867,1,0,4,15,,,,,,,,,,
358,C,6,1,55.137,28238.636,0.943,26.0,61511.325,377.087,846507.819,1.186,37758.465,26.0,491821.671,0.855,3004.0,49.255,1.072,19.084,15.944,15.744,165.094,2979.034,13346.21,15886072.987,1190.306,0.512,88.349,3,170.987,15.944,15.744,1.242,75.314,0,1,5,15,,,,,,,,,,
359,C,6,2,44.469,24922.445,0.906,20.0,55099.263,1483.525,3466992.893,1.304,135819.679,96.0,1139160.531,0.842,3884.0,66.973,1.02,23.826,25.709,22.428,300.508,3790.787,15943.34,76100109.881,4773.16,0.25,314.035,7,489.801,25.709,22.428,0.734,177.516,0,3,5,15,,,,,,,,,,
360,C,6,3,16.795,36028.414,0.935,9.0,69270.653,619.183,1353130.944,1.402,60443.481,44.0,298584.172,0.853,2464.0,41.839,1.073,16.614,26.399,27.165,118.83,2512.702,8371.859,24909589.11,2975.395,0.435,167.237,4,293.339,26.399,27.165,0.892,107.333,0,2,5,15,,,,,,,,,,
361,C,6,1,148.511,74555.084,0.939,85.0,134375.5,668.088,2120145.569,0.943,352824.441,156.0,176485.545,0.703,2199.0,37.812,1.16,13.342,24.495,28.02,79.959,2207.192,11673.112,39528456.056,3386.283,0.339,253.551,7,354.257,24.495,28.02,0.889,136.928,0,1,6,15,,,,,,,,,,
362,C,6,1,191.924,177726.436,0.94,125.0,274297.98,813.958,3945178.7,1.193,21555.232,8.0,438232.868,0.875,3254.0,44.354,1.045,16.988,15.561,15.651,136.998,3198.834,12787.117,20643479.244,1614.397,0.378,112.863,2,231.648,15.561,15.651,1.165,104.14,0,0,7,15,,,,,,,,,,
363,C,6,2,11.196,7609.209,0.925,6.0,13897.395,260.581,1054598.211,0.976,203144.282,68.0,397158.281,0.603,2487.5,57.853,1.363,20.393,13.703,14.424,160.552,2473.699,19362.74,35952923.397,1856.81,0.292,184.272,5,282.731,13.703,14.424,0.835,122.142,0,1,7,15,,,,,,,,,,
364,C,6,1,35.279,23366.002,0.948,19.0,46701.104,89.888,359740.275,1.048,31960.811,10.0,588929.683,0.918,2849.0,52.412,0.942,17.805,14.052,12.43,200.585,2936.062,16190.25,22286294.475,1376.526,0.361,120.338,3,218.89,14.052,12.43,1.172,95.969,0,1,8,15,,,,,,,,,,
365,C,6,2,210.831,160971.274,0.963,117.0,287299.662,745.196,3909476.069,1.031,183617.362,59.0,450959.71,0.445,2323.0,74.206,1.249,18.151,18.946,19.511,195.198,2310.269,14519.233,35102958.42,2417.687,0.33,179.644,5,303.584,18.946,19.511,0.904,125.446,0,3,8,15,,,,,,,,,,
366,C,6,3,69.819,39877.528,0.913,36.0,78886.158,129.498,714252.139,0.902,322515.679,71.0,554876.834,0.926,2831.0,51.833,0.993,18.242,16.607,17.968,198.05,2801.703,15916.368,21768068.482,1367.653,0.497,96.746,3,186.012,16.607,17.968,1.236,82.778,0,1,8,15,,,,,,,,,,
367,C,6,4,121.259,55515.61,0.896,31.0,281520.832,158.44,1064489.085,0.928,195695.519,44.0,492331.319,0.852,2896.0,50.381,1.068,19.502,15.264,16.081,172.066,2861.298,10507.525,11137585.734,1059.963,0.492,89.891,4,164.537,15.264,16.081,1.231,69.984,0,0,8,15,,,,,,,,,,
368,C,6,1,330.083,348667.338,0.845,117.0,1151366.95,394.938,1890125.514,0.992,301298.615,82.0,214235.113,0.927,2581.5,33.291,0.959,11.127,20.518,22.81,81.755,2620.453,12558.527,22548090.915,1795.441,0.548,94.976,2,202.979,20.518,22.81,1.312,85.331,0,0,9,15,,,,,,,,,,
369,C,6,2,60.735,32494.87,0.852,22.0,95555.618,833.711,4576544.074,0.902,76412.754,24.0,402451.229,0.723,2471.5,53.393,1.289,20.368,35.843,36.77,163.932,2454.982,11235.673,35619000.901,3170.171,0.635,148.105,4,250.52,35.843,36.77,0.772,91.68,0,0,9,15,,,,,,,,,,
370,C,6,1,110.063,152869.602,0.85,39.0,488756.704,0.211,320.471,1.571,3034.0,2.0,182829.161,0.575,2260.0,42.011,1.386,13.795,19.15,18.228,80.804,2262.616,11187.512,14632974.749,1307.974,0.499,124.69,6,181.528,19.15,18.228,1.281,72.312,0,0,10,15,,,,,,,,,,
371,C,6,2,14.26,9162.813,0.846,6.0,23110.146,640.52,2054469.705,1.316,33001.117,20.0,346449.704,0.923,2819.0,40.576,0.973,14.865,14.039,12.302,120.942,2864.583,19271.266,31376090.857,1628.128,0.325,126.545,2,250.792,14.039,12.302,1.096,117.859,0,0,10,15,,,,,,,,,,
372,C,6,3,132.984,70349.066,0.933,78.0,122119.119,427.999,962681.746,1.013,97696.802,52.0,400430.487,0.751,2467.0,51.775,1.227,19.095,19.201,22.645,160.13,2500.66,7930.333,14235929.911,1795.124,0.394,138.174,4,239.409,19.201,22.645,0.732,83.186,0,2,10,15,,,,,,,,,,
373,C,6,4,33.906,22442.638,0.976,23.0,34104.817,453.455,1363837.571,1.063,199933.34,95.0,620438.41,0.825,2842.5,57.896,1.076,21.752,21.29,21.604,220.126,2818.563,11735.867,35075035.082,2988.704,0.228,244.519,6,406.119,21.29,21.604,1.207,177.849,0,2,10,15,,,,,,,,,,
374,C,6,1,0.951,2342.444,0.965,1.0,2226.82,115.239,333367.007,1.174,19078.653,9.0,378499.134,0.906,3032.0,41.144,0.956,15.159,12.25,11.743,121.999,3102.485,12124.858,12841652.026,1059.118,0.296,104.268,2,212.127,12.25,11.743,1.012,95.758,0,0,11,15,,,,,,,,,,
375,C,6,2,21.759,20340.033,0.963,19.0,23963.081,203.648,535628.079,1.039,189924.698,81.0,354161.712,0.86,2688.0,43.912,1.03,15.289,28.885,30.7,132.033,2682.368,14794.609,42747768.657,2889.415,0.395,166.397,4,303.051,28.885,30.7,0.963,104.178,0,2,11,15,,,,,,,,,,
376,C,6,3,69.291,49948.713,0.992,44.0,80717.301,659.849,2868414.433,1.043,161330.406,56.0,474320.614,0.81,2648.0,52.632,1.032,17.289,14.777,8.477,178.615,2655.554,13968.482,35072755.977,2510.85,0.167,236.073,4,434.213,14.777,8.477,0.986,184.881,0,2,11,15,,,,,,,,,,
377,C,6,4,36.864,44845.963,1.0,15.0,95793.489,700.832,2596600.473,1.217,40632.306,18.0,292964.416,0.682,2331.0,48.182,1.361,18.179,15.688,16.25,125.907,2326.834,8131.73,21536732.002,2648.481,0.226,213.249,4,384.133,15.688,16.25,0.934,169.558,0,0,11,15,,,,,,,,,,
378,C,6,1,94.113,58847.987,0.971,35.0,161038.607,132.773,909619.809,0.862,116599.478,20.0,350062.45,0.905,2491.0,44.24,0.965,14.983,10.868,9.905,140.906,2484.371,11050.737,23290170.906,2107.567,0.151,210.114,2,418.886,10.868,9.905,1.208,193.862,0,0,12,15,,,,,,,,,,
379,C,6,2,139.005,109325.671,0.93,22.0,1128129.419,493.382,4926298.517,0.9,49674.404,8.0,391702.351,0.904,3002.0,41.902,0.983,15.452,19.764,25.009,126.329,3100.643,19117.336,22642398.766,1184.391,0.559,112.884,5,163.145,19.764,25.009,0.994,64.986,0,1,12,15,,,,,,,,,,
380,C,6,3,228.576,125615.229,0.89,53.0,999086.16,329.238,2720818.287,0.969,201008.435,33.0,332481.433,0.858,2594.0,43.327,1.008,15.853,13.795,15.308,128.125,2594.976,15288.625,31084925.473,2033.206,0.205,185.814,3,352.649,13.795,15.308,0.941,165.149,0,1,12,15,,,,,,,,,,
381,C,6,1,360.187,246060.781,0.912,142.0,734584.095,434.653,1717491.537,0.968,277971.773,91.0,693661.399,0.503,3514.0,69.572,1.251,19.906,17.03,17.927,193.825,3578.807,8925.306,19986291.972,2239.284,0.312,186.855,5,300.266,17.03,17.927,1.235,130.511,0,3,14,15,,,,,,,,,,
382,C,6,2,396.733,579344.65,0.857,140.0,1938266.308,618.127,3685417.895,0.911,141207.046,38.0,187213.509,0.816,2520.5,33.787,1.097,11.986,16.527,17.801,74.15,2524.799,11200.16,19925852.969,1779.069,0.357,134.008,3,250.156,16.527,17.801,0.895,109.489,0,1,14,15,,,,,,,,,,
383,C,6,3,573.869,569771.824,0.855,174.0,2435647.529,745.724,4199190.566,0.99,419588.583,116.0,195110.997,0.889,2454.0,33.443,1.022,12.473,17.55,18.525,79.114,2466.191,14043.361,45816302.266,3262.488,0.267,196.547,2,391.677,17.55,18.525,1.014,185.235,0,0,14,15,,,,,,,,,,
384,C,6,4,534.999,439757.098,0.823,98.0,3719022.993,615.803,2465617.277,1.068,41251.518,15.0,251631.149,0.443,2544.0,52.657,1.959,20.077,31.507,32.344,97.81,2572.647,9456.143,34900773.188,3690.804,0.5,236.298,6,304.678,31.507,32.344,0.919,112.981,0,2,14,15,,,,,,,,,,
385,C,6,5,137.315,96951.38,0.998,80.0,165366.974,383.319,1956417.92,0.924,331828.432,89.0,487096.994,0.704,2783.0,55.667,1.366,22.188,17.6,17.276,173.544,2806.756,9975.432,27369100.536,2743.651,0.291,213.499,6,344.239,17.6,17.276,1.186,136.14,0,4,14,15,,,,,,,,,,
386,C,6,6,97.81,89282.073,0.935,52.0,174545.184,558.236,3368628.875,1.189,16773.682,5.0,332277.152,0.904,2903.0,39.067,0.936,14.093,30.97,32.318,109.746,3027.692,20575.69,21748611.959,1057.005,0.818,83.982,4,127.406,30.97,32.318,0.855,42.19,1,0,14,15,,,,,,,,,,
387,C,6,7,6.971,6340.16,0.928,8.0,5683.238,21.02,68715.797,1.015,22600.837,8.0,376268.617,0.88,2800.0,43.675,1.015,17.37,10.102,7.959,133.618,2816.01,11119.621,15795047.377,1420.466,0.197,150.548,2,301.304,10.102,7.959,1.38,143.094,0,0,14,15,,,,,,,,,,
388,C,6,1,1.373,1343.615,0.832,1.0,1844.98,494.966,1095745.153,1.369,49540.183,38.0,578659.821,0.887,3156.0,50.675,0.999,19.122,12.25,9.24,181.255,3192.514,18087.264,28538987.735,1577.85,0.248,153.889,3,282.877,12.25,9.24,1.037,129.684,0,1,15,15,,,,,,,,,,
389,C,6,2,110.169,119630.218,0.954,43.0,303240.192,117.879,221189.884,1.149,35744.226,26.0,245402.666,0.617,2303.0,46.549,1.373,17.813,22.58,25.317,106.472,2304.865,12486.986,25627347.101,2052.325,0.464,130.347,3,235.643,22.58,25.317,0.89,96.944,0,1,15,15,,,,,,,,,,
390,C,6,3,4.964,2998.87,0.917,3.0,4827.663,392.297,706074.952,1.339,62923.121,48.0,719278.803,0.892,3550.0,54.107,0.989,19.517,18.971,15.632,207.767,3461.941,13578.327,26027014.542,1916.806,0.409,151.091,4,242.672,18.971,15.632,0.768,96.855,0,0,15,15,,,,,,,,,,
391,C,6,4,25.879,10620.137,0.862,11.0,28545.584,792.305,1590681.858,1.187,59189.577,43.0,407151.084,0.787,2250.0,53.81,1.124,20.327,19.97,24.304,181.361,2244.978,15945.815,40204288.849,2521.307,0.404,135.822,2,280.119,19.97,24.304,1.077,122.57,0,0,15,15,,,,,,,,,,
392,C,6,1,137.948,68121.351,0.94,41.0,282502.842,446.8,4359898.457,1.076,63523.042,13.0,597931.708,0.844,3027.0,54.59,1.124,21.151,10.855,9.156,200.162,2987.233,16516.99,25330329.371,1533.592,0.215,150.277,2,299.61,10.855,9.156,1.009,141.525,0,0,16,15,,,,,,,,,,
393,C,6,2,199.106,264464.128,0.971,63.0,981845.472,611.684,3998053.995,1.086,89268.642,22.0,419028.688,0.778,2721.0,49.919,1.083,17.755,18.237,17.608,154.32,2715.316,13270.529,30378090.116,2289.139,0.397,151.531,3,269.244,18.237,17.608,1.426,120.768,0,1,16,15,,,,,,,,,,
394,C,6,3,171.221,94292.112,0.95,96.0,170510.46,126.963,575184.495,1.009,520656.626,122.0,228974.775,0.463,2462.0,50.239,1.89,16.53,17.825,11.131,93.057,2460.586,14908.287,42581772.36,2856.248,0.222,259.561,6,402.311,17.825,11.131,0.859,133.865,0,2,16,15,,,,,,,,,,
395,C,6,4,4.331,2032.399,0.907,2.0,5296.434,1.056,5554.691,1.053,5258.8,1.0,339410.643,0.798,2378.5,47.394,1.113,17.252,14.991,12.983,142.596,2380.227,14090.733,38247773.224,2714.392,0.23,218.86,4,385.333,14.991,12.983,1.036,159.005,0,0,16,15,,,,,,,,,,
396,C,6,5,48.06,24140.236,0.874,19.0,60152.227,251.286,1200557.673,1.144,114392.546,31.0,182690.05,0.76,2322.0,36.106,1.141,12.873,13.208,12.044,78.797,2318.477,10205.141,30629500.716,3001.379,0.163,239.95,2,481.299,13.208,12.044,1.065,225.496,0,0,16,15,,,,,,,,,,
397,C,6,6,142.385,102881.809,0.885,59.0,262566.775,618.444,3673083.562,1.352,90232.602,25.0,202138.44,0.669,2316.5,40.472,1.319,15.246,34.313,37.334,87.248,2316.838,15630.315,44759632.189,2863.642,0.603,153.63,5,244.258,34.313,37.334,1.116,94.49,0,1,16,15,,,,,,,,,,
398,C,6,1,286.987,174697.247,0.892,125.0,422212.168,284.875,1446152.685,0.925,240679.552,62.0,234180.053,0.734,2375.0,40.622,1.092,13.733,15.442,17.629,96.437,2428.32,14106.938,26617079.393,1886.808,0.315,155.425,4,274.253,15.442,17.629,1.19,122.848,0,0,17,15,,,,,,,,,,
399,C,6,2,137.103,76928.4,0.943,78.0,135063.868,97.388,355405.36,1.032,149438.284,46.0,248282.68,0.645,2474.0,43.671,1.481,17.113,28.252,28.822,97.916,2535.674,15639.0,34268544.105,2191.223,0.515,159.194,5,231.161,28.252,28.822,0.858,87.05,0,3,17,15,,,,,,,,,,
400,C,6,1,63.587,106477.395,0.865,20.0,366137.126,760.511,3615561.014,1.304,37849.507,13.0,367838.137,0.885,2796.0,43.109,1.004,16.267,33.232,34.192,130.871,2810.685,10580.995,22206276.317,2098.695,0.764,105.59,3,185.834,33.232,34.192,1.054,69.67,0,1,18,15,,,,,,,,,,
401,C,6,1,24.928,19628.85,0.98,18.0,26842.99,0.106,330.294,1.571,3127.0,1.0,458925.539,0.845,3049.5,47.161,1.107,18.437,28.917,31.345,149.567,3068.356,3974.686,5238670.128,1318.009,0.796,73.353,3,144.273,28.917,31.345,0.657,53.173,0,1,19,15,,,,,,,,,,
402,C,6,2,323.957,268879.96,0.855,78.0,1273319.074,407.824,3170502.662,0.948,359614.407,70.0,464121.733,0.801,3568.0,45.522,1.15,17.838,11.743,7.484,132.139,3512.379,8296.081,11122706.856,1340.718,0.201,155.723,4,289.541,11.743,7.484,0.807,111.543,0,2,19,15,,,,,,,,,,
403,C,6,1,70.981,143611.149,0.869,14.0,1086622.079,473.207,3999036.745,0.959,31179.056,6.0,373658.795,0.858,3063.0,41.999,1.044,15.869,21.138,22.33,120.414,3103.11,26669.504,29141954.24,1092.707,0.712,62.838,2,138.842,21.138,22.33,1.096,59.441,0,0,20,15,,,,,,,,,,
404,C,6,2,232.59,176518.24,0.897,78.0,756801.908,266.601,1207551.526,1.081,94980.578,28.0,472712.554,0.751,2548.0,55.353,1.225,20.851,17.552,18.392,183.051,2582.411,21836.916,28456016.257,1303.115,0.568,80.641,2,169.774,17.552,18.392,1.007,74.34,0,0,20,15,,,,,,,,,,
405,C,6,3,90.628,51683.085,0.91,47.0,95529.739,218.964,1031464.194,0.96,354675.794,87.0,196922.81,0.824,2340.0,35.13,1.066,14.033,14.983,17.174,80.91,2433.851,20331.534,34938499.412,1718.439,0.336,135.232,3,253.545,14.983,17.174,1.156,112.884,0,1,20,15,,,,,,,,,,
406,C,8,1,51.335,24934.848,0.82,20.0,66809.343,381.84,1367244.134,1.284,101989.998,36.0,259719.927,0.712,2375.0,43.798,1.167,16.065,17.925,16.375,108.69,2389.553,12895.202,40111780.981,3110.597,0.248,233.331,4,396.658,17.925,16.375,1.047,165.676,0,2,1,13,,,,,,,,,,
407,C,8,2,135.096,73078.373,0.917,74.0,140429.382,168.791,798220.204,0.932,330197.905,86.0,170857.549,0.759,2126.0,36.386,1.215,13.886,23.43,26.35,79.959,2136.806,12225.893,20733095.162,1695.835,0.469,150.855,5,213.256,23.43,26.35,0.969,73.475,0,1,1,13,,,,,,,,,,
408,C,8,3,54.398,47749.836,1.074,26.0,114320.392,68.657,216790.959,1.128,62607.178,22.0,313683.598,0.562,2356.0,54.618,1.476,19.429,18.94,16.304,133.406,2351.339,10056.91,16269834.648,1617.777,0.502,129.701,4,201.249,18.94,16.304,0.723,78.25,0,0,1,13,,,,,,,,,,
409,C,8,1,510.493,308145.921,0.826,122.0,1670373.736,1118.374,5051375.075,0.861,55886.29,21.0,272436.417,0.626,2417.0,47.492,1.365,16.589,14.61,11.07,112.387,2424.099,7028.533,24999575.038,3556.87,0.291,307.442,8,392.2,14.61,11.07,0.565,112.531,0,4,2,13,,,,,,,,,,
410,C,8,2,374.341,287191.341,0.854,133.0,943495.839,449.335,1923400.423,0.957,401799.12,122.0,481255.21,0.656,2703.0,58.101,1.342,21.79,22.645,18.379,176.185,2731.531,11294.405,28765360.293,2546.868,0.425,185.016,5,274.516,22.645,18.379,1.014,113.425,0,1,2,13,,,,,,,,,,
411,C,8,3,209.352,138692.062,0.867,48.0,929270.262,757.026,2991941.132,0.997,154870.703,60.0,278892.525,0.739,2545.0,43.13,1.225,16.338,27.342,30.952,109.429,2548.613,16414.578,55007041.855,3351.109,0.488,230.102,7,293.838,27.342,30.952,0.868,117.788,0,1,2,13,,,,,,,,,,
412,C,8,1,267.975,340174.668,0.833,94.0,1096751.563,1558.732,6600289.118,1.306,51731.264,22.0,220561.934,0.762,2495.0,38.193,1.089,13.197,26.996,28.128,88.409,2494.778,14823.858,32451069.401,2189.111,0.459,179.922,7,244.815,26.996,28.128,1.314,86.947,0,5,3,13,,,,,,,,,,
413,C,8,2,239.244,302970.631,0.817,75.0,1162004.498,11.408,28123.817,1.143,39873.994,17.0,197042.379,0.863,2350.0,34.936,1.043,12.562,20.218,8.798,83.868,2349.448,13230.305,15313496.94,1157.456,0.428,125.85,5,184.367,20.218,8.798,0.774,65.681,0,1,3,13,,,,,,,,,,
414,C,8,3,25.139,18936.286,0.928,18.0,26976.29,198.895,563961.143,1.033,159010.817,64.0,352591.89,0.485,2371.5,61.994,1.717,21.225,20.819,20.29,148.3,2377.563,12190.678,28525523.726,2339.946,0.356,213.12,7,287.446,20.819,20.29,1.212,108.282,0,3,3,13,,,,,,,,,,
415,C,8,4,158.862,102623.632,0.93,82.0,201812.37,330.189,967937.197,1.035,357597.648,138.0,322851.141,0.762,2391.0,47.28,1.125,17.441,20.702,22.924,135.625,2380.477,11617.854,40134078.753,3454.517,0.295,204.971,3,383.509,20.702,22.924,1.01,166.862,0,1,3,13,,,,,,,,,,
416,C,8,5,170.693,158600.611,0.902,51.0,712531.694,475.953,2612001.569,0.941,63868.857,22.0,372222.063,0.781,2632.0,47.717,1.153,18.111,12.481,10.731,141.434,2631.772,19343.605,30220955.467,1562.323,0.277,133.04,2,266.073,12.481,10.731,1.12,124.019,0,0,3,13,,,,,,,,,,
417,C,8,6,10.246,2842.803,0.799,3.0,9604.942,444.477,1433380.424,1.077,70908.042,29.0,370425.566,0.84,2639.0,45.893,1.11,17.712,17.368,16.403,140.8,2630.859,7887.739,25112954.508,3183.797,0.238,250.352,5,410.385,17.368,16.403,0.882,168.473,0,1,3,13,,,,,,,,,,
418,C,8,1,2.852,1103.0,0.901,1.0,3145.665,310.12,980131.575,1.035,48055.584,21.0,679882.094,0.758,3336.0,57.094,1.203,22.621,16.9,12.785,196.571,3458.709,13856.483,25209268.947,1819.312,0.363,179.045,5,251.078,16.9,12.785,0.888,83.796,1,1,4,13,,,,,,,,,,
419,C,8,1,402.437,315433.261,0.813,93.0,1679042.509,879.024,3451478.671,1.02,76756.689,34.0,197408.692,0.503,2388.0,45.359,1.224,11.707,19.806,20.603,82.283,2399.14,9911.911,24173290.273,2438.812,0.353,199.909,6,294.81,19.806,20.603,0.683,113.927,1,2,5,13,,,,,,,,,,
420,C,8,2,130.449,83423.167,0.931,68.0,166344.231,650.449,2024270.853,0.984,125353.664,59.0,340775.022,0.668,2677.0,48.748,1.241,17.37,17.616,15.562,126.329,2697.512,15345.931,31562909.322,2056.761,0.349,139.0,3,272.101,17.616,15.562,1.045,119.048,0,1,5,13,,,,,,,,,,
421,C,8,3,264.066,142075.314,0.842,70.0,719412.843,370.01,965871.986,1.148,100265.981,52.0,196468.088,0.855,2527.0,33.88,1.085,12.25,13.197,7.917,78.058,2516.949,8890.664,14536181.188,1634.994,0.291,178.051,6,265.93,13.197,7.917,0.668,75.703,0,4,5,13,,,,,,,,,,
422,C,8,1,10.457,8680.938,0.717,4.0,20724.886,1061.547,3085979.846,1.376,339966.327,189.0,263459.636,0.938,2611.0,36.819,0.981,12.377,24.367,21.321,101.19,2603.606,11590.195,73073228.32,6304.745,0.247,381.188,7,566.341,24.367,21.321,0.914,205.238,0,1,6,13,,,,,,,,,,
423,C,8,1,363.778,153942.972,0.821,62.0,1505391.454,512.5,1363216.804,1.257,40784.794,25.0,335080.798,0.425,2118.0,68.141,1.552,20.566,18.179,19.178,156.855,2136.239,10108.649,21615370.572,2138.305,0.373,175.848,5,268.394,18.179,19.178,0.741,111.473,0,1,7,13,,,,,,,,,,
424,C,8,2,23.238,16243.326,0.977,18.0,20754.251,16.795,28588.046,1.208,40090.734,25.0,650423.051,0.457,3000.0,76.941,1.702,26.21,17.339,17.924,215.373,3019.99,13105.431,18527229.711,1413.706,0.425,156.564,6,204.477,17.339,17.924,0.631,79.341,0,2,7,13,,,,,,,,,,
425,C,8,3,273.678,224368.826,0.844,82.0,882369.101,901.1,3000325.876,1.002,59022.277,33.0,351372.748,0.793,2565.0,46.497,1.114,17.213,18.179,18.876,136.47,2574.734,14490.258,35808898.698,2471.24,0.288,218.695,6,328.126,18.179,18.876,1.178,116.581,0,2,7,13,,,,,,,,,,
426,C,8,1,243.364,213348.915,0.813,73.0,1009360.669,463.701,2799872.92,0.993,225711.285,57.0,427092.327,0.887,2850.0,46.237,1.063,17.525,17.629,17.516,150.94,2829.543,19316.885,32474632.896,1681.153,0.429,141.322,5,222.025,17.629,17.516,1.488,94.534,0,1,8,13,,,,,,,,,,
427,C,8,2,50.067,107868.479,1.05,27.0,210429.915,872.898,4062391.993,1.194,50735.036,16.0,234074.32,0.829,2229.0,39.868,1.08,14.905,17.825,15.442,104.887,2231.677,8597.569,23981946.87,2789.387,0.308,163.314,2,337.114,17.825,15.442,1.318,156.516,0,0,8,13,,,,,,,,,,
428,C,8,1,326.914,287398.329,0.842,72.0,1943670.059,346.35,2570267.238,0.908,123492.024,26.0,507348.462,0.827,2806.0,51.994,1.103,19.194,15.348,14.542,177.875,2852.273,5822.589,7309515.545,1255.372,0.433,107.399,3,190.822,15.348,14.542,0.982,78.287,0,1,9,13,,,,,,,,,,
429,C,8,1,361.243,233077.046,0.926,160.0,603903.835,2023.277,7393884.145,1.086,209872.314,99.0,229199.548,0.518,2469.0,47.301,1.653,16.377,21.935,21.935,92.212,2485.572,17756.148,75589134.413,4257.068,0.251,295.755,6,461.97,21.935,21.935,1.184,189.373,1,2,10,13,,,,,,,,,,
430,C,8,2,86.508,59404.997,0.985,55.0,96832.432,602.283,1778475.573,1.09,332171.78,151.0,211827.038,0.73,2686.0,36.912,1.156,12.785,19.429,10.538,79.114,2677.481,13886.092,51929945.733,3739.709,0.201,312.854,5,483.833,19.429,10.538,0.742,190.124,0,3,10,13,,,,,,,,,,
431,C,8,3,79.748,74682.859,0.872,20.0,359330.866,578.939,1869724.795,1.279,51293.069,26.0,292570.64,0.757,2509.0,43.939,1.09,15.289,22.203,22.464,116.295,2515.766,11147.099,22136862.222,1985.885,0.532,120.243,3,216.564,22.203,22.464,0.82,83.094,0,1,10,13,,,,,,,,,,
