,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,CHRONO_ORDER
542,C,3,2,3.697,1404.143,0.509,1.0,5191.018,886.418,1992489.398,1.346,105178.466,86.0,230610.508,0.59,2167.0,47.65,1.732,19.839,16.546,18.897,106.577,2163.788,8062.32,26528896.723,3290.479,0.21,251.364,4,443.694,16.546,18.897,1.112,193.266,0,2,12,,,,,,,,,,,18
543,C,3,3,68.974,38713.518,0.938,41.0,66724.525,503.311,1181989.787,1.108,68729.118,51.0,405376.029,0.834,3384.5,41.921,1.032,16.541,10.827,11.454,116.612,3476.288,14029.909,28374539.713,2022.432,0.146,269.812,9,417.33,10.827,11.454,1.521,180.409,0,3,12,,,,,,,,,,,18
544,C,3,4,13.309,14409.601,0.935,8.0,23256.967,427.365,1088755.103,1.437,24434.626,19.0,337629.568,0.872,2512.5,43.521,1.005,16.705,13.792,13.819,131.399,2569.49,17637.151,18016609.36,1021.515,0.477,78.882,2,164.072,13.792,13.819,1.176,74.517,0,0,12,,,,,,,,,,,18
545,C,3,5,1.69,616.563,1.014,1.0,1042.006,286.987,392343.188,1.324,133884.622,110.0,287883.777,0.709,2244.0,47.799,1.207,17.712,17.875,12.168,128.97,2232.175,7566.183,25773879.904,3406.457,0.257,222.4,3,408.03,17.875,12.168,0.885,183.741,0,1,12,,,,,,,,,,,18
546,C,3,1,2.852,2132.778,0.965,3.0,2027.502,166.784,417461.084,1.021,208978.368,99.0,394445.685,0.867,2487.0,48.03,1.047,17.991,16.549,17.03,159.074,2479.642,7780.832,19238984.31,2472.613,0.259,198.026,4,346.62,16.549,17.03,1.214,137.862,0,2,13,,,,,,,,,,,18
547,C,3,2,46.053,30814.552,0.945,24.0,56667.395,726.394,2832134.764,0.97,100853.326,46.0,199215.118,0.732,2257.0,38.886,1.193,14.118,18.839,10.827,88.093,2261.429,12934.075,25979319.175,2008.595,0.248,172.178,5,319.259,18.839,10.827,0.941,83.823,0,3,13,,,,,,,,,,,18
548,C,3,3,88.515,42488.979,0.987,37.0,101209.069,179.46,529410.792,1.035,82323.176,36.0,341247.701,0.933,2927.5,39.478,0.967,14.833,13.924,10.334,115.767,2947.718,19638.203,20718271.527,1054.998,0.376,113.231,4,187.793,13.924,10.334,1.084,77.78,0,2,13,,,,,,,,,,,18
549,C,3,4,11.936,7923.452,0.913,9.0,10849.118,169.319,418300.393,1.068,75450.56,40.0,594547.538,0.922,3536.5,47.602,0.918,15.893,13.329,11.986,166.256,3576.091,13660.291,16512431.556,1208.791,0.347,120.603,4,209.091,13.329,11.986,1.563,85.498,0,2,13,,,,,,,,,,,18
550,C,3,5,178.192,112972.257,0.925,72.0,347811.442,389.551,1064718.083,0.991,137577.112,61.0,264540.936,0.791,2300.5,42.684,1.078,16.149,24.963,27.045,114.71,2306.162,12354.257,27951771.527,2262.521,0.58,152.769,5,221.409,24.963,27.045,1.038,77.809,0,1,13,,,,,,,,,,,18
551,C,3,6,10.985,5364.236,1.105,6.0,9470.057,137.103,293198.484,1.141,94675.101,51.0,335551.365,0.93,2361.0,43.748,0.962,15.371,15.348,13.82,141.645,2368.956,8914.252,11562626.37,1297.094,0.454,90.543,2,189.434,15.348,13.82,1.089,85.33,0,0,13,,,,,,,,,,,18
552,C,3,1,90.522,50561.013,0.921,50.0,98008.478,65.805,309985.4,1.08,267544.467,67.0,446303.373,0.881,2393.0,51.278,1.035,19.306,14.95,14.965,184.424,2419.985,11031.773,16524388.379,1497.891,0.378,109.098,2,223.174,14.95,14.965,1.052,99.972,0,0,14,,,,,,,,,,,18
553,C,3,2,87.564,60627.147,0.971,60.0,88630.844,98.021,524875.081,0.998,496436.335,104.0,413319.888,0.906,2800.0,44.679,0.963,15.358,20.702,21.227,143.969,2870.894,13759.392,24330659.096,1768.295,0.418,124.842,3,230.452,20.702,21.227,1.257,92.997,0,1,14,,,,,,,,,,,18
554,C,3,3,91.895,44529.678,0.949,52.0,82326.311,30.315,111026.849,1.026,115739.849,33.0,356376.702,0.671,2531.0,51.073,1.296,19.651,28.345,32.595,139.321,2557.945,10485.949,18970887.033,1809.172,0.478,131.889,4,218.131,28.345,32.595,0.957,69.941,0,2,14,,,,,,,,,,,18
555,C,3,4,287.832,525318.376,0.84,89.0,1751680.433,851.562,7027155.827,1.044,65268.069,15.0,269710.406,0.803,2647.5,39.842,1.121,15.776,24.304,27.165,101.402,2659.826,18679.033,30713729.256,1644.289,0.67,125.68,5,175.63,24.304,27.165,1.05,66.275,0,3,14,,,,,,,,,,,18
556,C,3,1,52.18,35944.607,0.957,40.0,47449.257,69.819,168530.384,1.171,126863.666,55.0,491034.225,0.607,3204.0,56.313,1.312,17.952,17.629,19.36,153.159,3206.052,11758.818,23431156.518,1992.646,0.326,172.44,5,277.0,17.629,19.36,0.889,107.845,0,3,15,,,,,,,,,,,18
557,C,3,2,12.464,5086.671,0.928,6.0,12228.918,70.875,230210.289,0.992,167270.163,59.0,387939.087,0.899,2436.0,47.196,0.992,16.796,25.508,26.325,159.285,2435.505,9397.092,20316183.23,2161.965,0.455,155.079,6,244.383,25.508,26.325,1.067,96.671,0,0,15,,,,,,,,,,,18
558,C,3,3,269.982,137570.003,0.94,159.0,233392.078,70.136,195716.554,1.083,283227.589,111.0,182439.821,0.881,2404.5,32.836,1.067,12.197,20.564,19.324,75.629,2412.311,8849.62,31669505.031,3578.629,0.242,244.592,5,430.828,20.564,19.324,1.625,192.723,0,3,15,,,,,,,,,,,18
559,C,3,4,22.815,14269.377,0.913,16.0,20281.466,47.532,111279.825,1.301,83295.526,37.0,454934.438,0.837,3036.0,47.58,1.092,18.022,13.208,13.602,150.835,3016.111,9531.152,28056921.207,2943.707,0.157,264.994,4,484.672,13.208,13.602,1.064,209.616,0,2,15,,,,,,,,,,,18
560,C,3,5,224.879,172889.468,0.89,101.0,406424.584,831.281,4029191.339,0.976,178401.068,54.0,295389.708,0.412,2995.0,54.07,2.314,21.858,18.308,19.869,95.803,3083.293,28473.044,33187877.253,1165.589,0.545,116.61,5,163.937,18.308,19.869,0.982,53.616,0,3,15,,,,,,,,,,,18
561,C,3,6,276.847,261066.175,0.855,85.0,1085269.636,223.189,838343.307,1.011,128020.312,47.0,201741.178,0.789,2725.0,34.406,1.194,13.195,20.204,20.991,74.361,2712.993,12880.373,21535510.431,1671.963,0.52,135.577,5,200.93,20.204,20.991,0.951,72.294,0,1,15,,,,,,,,,,,18
562,C,3,7,87.776,35380.244,0.855,19.0,256652.32,301.141,1470731.992,1.166,25230.055,9.0,707245.928,0.82,3612.0,55.215,1.146,21.9,17.37,18.084,198.895,3555.878,13015.749,15906540.884,1222.1,0.516,81.054,2,172.577,17.37,18.084,1.624,74.463,0,0,15,,,,,,,,,,,18
563,C,3,8,78.586,45409.7,1.026,54.0,64878.278,77.53,309032.226,1.046,321648.356,101.0,224324.247,0.489,2392.0,49.02,1.556,14.761,22.977,22.564,93.585,2397.007,11204.969,15067680.852,1344.732,0.748,97.588,4,150.257,22.977,22.564,0.873,59.251,0,0,15,,,,,,,,,,,18
564,C,3,9,27.78,14721.487,0.938,19.0,22580.217,171.432,445633.067,1.183,96315.278,42.0,241334.353,0.699,2590.0,41.044,1.346,16.711,20.486,22.448,93.691,2575.86,10430.787,34094222.638,3268.615,0.318,226.905,5,359.192,20.486,22.448,0.922,153.295,0,3,15,,,,,,,,,,,18
565,C,3,10,16.055,8016.331,1.106,7.0,20430.083,358.18,1268115.169,0.999,136204.755,52.0,736130.257,0.794,3064.0,62.016,1.126,23.488,21.014,21.775,243.152,3027.444,9305.148,19713444.245,2118.552,0.474,152.304,4,236.926,21.014,21.775,0.846,93.719,0,2,15,,,,,,,,,,,18
566,C,3,1,35.279,25662.988,0.981,27.0,32899.09,46.793,104381.564,1.107,103461.791,53.0,288426.064,0.419,2403.0,59.664,2.348,20.435,15.63,13.819,118.619,2431.541,11407.971,17216825.355,1509.193,0.357,125.792,3,230.504,15.63,13.819,1.098,89.554,0,1,16,,,,,,,,,,,18
567,C,3,2,178.403,93118.909,0.964,91.0,234519.853,668.194,1699427.595,1.143,222482.569,117.0,438694.245,0.607,2826.5,56.477,1.413,21.618,26.085,25.237,154.004,2848.598,12976.255,68219367.775,5257.246,0.268,309.71,6,496.848,26.085,25.237,0.944,194.13,0,4,16,,,,,,,,,,,18
568,C,3,3,598.48,502682.006,0.817,161.0,2053842.494,1608.482,4769964.729,1.335,91911.846,52.0,338669.039,0.659,2843.5,47.852,1.549,20.089,27.342,27.794,119.992,2822.435,13395.933,42464564.137,3169.959,0.395,233.577,7,317.524,27.342,27.794,1.2,110.165,0,3,16,,,,,,,,,,,18
569,C,3,4,13.203,6014.247,0.983,6.0,15320.608,224.879,486262.966,1.309,92208.482,53.0,361759.644,0.812,2389.0,48.494,1.132,18.386,21.148,20.628,151.997,2380.05,8108.493,18376472.162,2266.324,0.447,119.572,2,252.553,21.148,20.628,1.052,105.221,0,0,16,,,,,,,,,,,18
570,C,3,5,103.514,91989.445,0.919,62.0,155753.37,819.345,4254314.651,1.06,85501.276,31.0,703379.573,0.501,3307.0,71.15,1.682,26.963,25.35,25.35,201.747,3486.448,25908.316,27152614.31,1048.027,0.744,74.928,3,133.08,25.35,25.35,1.019,48.038,0,1,16,,,,,,,,,,,18
571,C,3,1,1.901,1713.667,0.965,2.0,1629.079,21.125,49893.773,1.056,70843.466,32.0,602851.055,0.934,3778.0,46.71,0.96,16.972,12.264,11.454,162.137,3718.163,8528.163,12649043.428,1483.208,0.261,167.179,5,267.151,12.264,11.454,1.083,94.59,0,1,17,,,,,,,,,,,18
572,C,3,2,118.407,68759.536,0.94,69.0,121330.3,250.969,1093443.761,0.938,115135.918,43.0,458468.598,0.811,2894.0,49.324,1.144,18.539,17.701,17.947,156.961,2920.906,8753.715,16360314.275,1868.957,0.352,149.995,5,258.316,17.701,17.947,1.337,108.247,0,3,17,,,,,,,,,,,18
573,C,3,3,430.64,403308.709,0.87,147.0,1280761.734,835.506,4546388.424,0.986,272080.622,89.0,683774.539,0.418,3111.0,81.477,1.872,24.008,19.492,18.022,220.654,3098.855,15677.834,37867661.595,2415.363,0.368,172.777,4,287.331,19.492,18.022,0.849,121.847,0,2,17,,,,,,,,,,,18
574,C,3,4,58.412,28006.757,0.928,19.0,93198.983,275.474,1042771.414,0.899,210715.737,72.0,383033.366,0.612,2558.0,55.437,1.628,22.645,22.564,24.432,149.567,2560.944,11853.517,22908695.215,1932.65,0.507,110.972,3,218.804,22.564,24.432,1.244,82.76,0,1,17,,,,,,,,,,,18
575,C,3,5,26.935,16188.007,0.964,22.0,19713.618,3.169,6476.177,1.192,20314.977,10.0,637798.561,0.354,2667.5,92.0,1.617,23.916,20.486,19.768,238.716,2671.787,8336.625,25742561.094,3087.888,0.139,332.929,9,527.573,20.486,19.768,0.761,105.744,1,6,17,,,,,,,,,,,18
576,C,3,6,364.095,213749.731,0.937,184.0,432742.927,200.374,649863.019,1.037,459731.151,174.0,221817.834,0.643,2427.0,42.162,1.369,14.61,19.221,19.679,90.944,2439.046,11673.437,35562913.712,3046.482,0.275,248.638,6,372.983,19.221,19.679,1.08,139.293,0,2,17,,,,,,,,,,,18
577,C,3,7,65.277,31047.573,0.998,26.0,91482.445,373.179,1188323.263,1.406,32804.239,15.0,389714.353,0.917,2518.0,46.357,0.988,16.415,12.025,11.231,156.855,2484.544,11384.015,18125800.525,1592.215,0.252,140.658,2,281.68,12.025,11.231,1.012,131.663,0,0,17,,,,,,,,,,,18
578,C,3,8,339.801,343033.461,0.893,125.0,1364902.076,397.262,1284711.218,1.065,154233.349,66.0,473532.956,0.911,2797.0,47.849,0.999,17.064,24.89,25.348,166.045,2851.835,12035.985,20563601.357,1708.51,0.438,134.012,4,221.304,24.89,25.348,0.816,84.118,0,2,17,,,,,,,,,,,18
579,C,3,9,122.104,53513.137,0.866,41.0,181518.652,284.875,909230.364,1.239,35245.52,16.0,416260.004,0.956,2870.0,43.682,0.968,15.076,11.136,11.551,145.237,2866.083,12209.102,16189710.969,1326.036,0.259,128.469,2,253.755,11.136,11.551,1.061,119.291,0,0,17,,,,,,,,,,,18
580,C,3,1,72.777,30378.679,0.895,30.0,74167.608,211.359,608917.19,0.92,160985.979,63.0,362908.967,0.936,2934.5,40.74,0.935,14.011,9.894,8.258,123.583,2936.558,11452.925,23528104.611,2054.331,0.139,231.793,3,430.863,9.894,8.258,0.916,187.872,0,1,18,,,,,,,,,,,18
581,C,3,2,95.064,68099.58,0.955,31.0,284294.269,474.686,3487463.536,0.951,64714.09,23.0,382645.188,0.776,2782.0,47.114,1.23,19.018,16.628,16.281,136.998,2793.078,13516.446,20830085.294,1541.092,0.431,122.724,4,211.897,16.628,16.281,0.832,93.354,0,0,18,,,,,,,,,,,18
582,C,3,3,29.681,26856.768,0.932,18.0,39907.097,407.613,1191420.551,1.033,90438.33,39.0,369689.032,0.953,3239.0,38.937,0.929,13.663,17.339,20.393,114.922,3216.877,17487.085,22469984.492,1284.947,0.534,81.436,2,173.927,17.339,20.393,1.013,76.275,0,0,18,,,,,,,,,,,18
583,C,3,4,18.168,8104.256,0.898,7.0,19785.655,336.632,1021279.256,1.01,133611.46,53.0,442163.867,0.796,2719.0,50.698,1.106,19.194,16.842,12.368,162.876,2714.724,15831.677,33891409.139,2140.734,0.314,196.954,5,292.906,16.842,12.368,0.815,109.2,0,1,18,,,,,,,,,,,18
584,C,3,5,7.605,2188.587,0.949,2.0,9181.38,32.533,88691.263,1.074,115283.084,47.0,189682.741,0.795,2355.0,35.749,1.089,12.753,25.975,27.088,80.804,2347.433,7547.505,21527255.079,2852.235,0.337,188.561,5,325.915,25.975,27.088,1.38,116.803,0,3,18,,,,,,,,,,,18
585,C,3,6,47.954,18604.894,0.995,17.0,53424.025,166.996,666782.285,1.039,507231.981,165.0,222965.044,0.688,2562.0,39.862,1.189,14.187,21.74,22.746,87.036,2561.748,9798.083,38284429.029,3907.339,0.268,296.502,8,427.636,21.74,22.746,1.44,169.918,0,2,18,,,,,,,,,,,18
586,C,3,7,14.682,12259.122,0.961,12.0,15002.778,224.879,788975.237,0.957,311994.692,101.0,457598.869,0.823,2848.0,49.392,1.097,19.324,13.015,12.414,159.707,2865.233,12875.661,24681498.852,1916.911,0.247,179.172,4,312.038,13.015,12.414,1.391,140.839,0,0,18,,,,,,,,,,,18
587,C,3,8,126.646,75611.932,0.947,67.0,235552.881,256.673,1031284.206,0.987,409036.473,129.0,808586.608,0.884,3410.0,57.931,1.066,22.245,19.071,17.064,235.97,3426.653,13712.416,32984313.488,2405.434,0.348,158.635,3,294.53,19.071,17.064,1.172,113.336,0,1,18,,,,,,,,,,,18
588,C,3,1,25.245,27695.882,0.976,15.0,46375.986,413.634,1468006.403,1.05,82776.149,29.0,613291.926,0.455,3150.0,71.956,1.328,22.562,19.05,19.779,187.487,3271.114,17272.021,22786563.632,1319.276,0.428,148.406,6,196.826,19.05,19.779,1.096,63.032,0,2,19,,,,,,,,,,,18
589,C,3,2,241.674,108197.474,0.895,113.0,241929.875,320.26,1011222.232,1.016,270330.541,103.0,244527.761,0.578,2738.0,43.681,1.49,17.0,17.107,17.659,87.776,2785.826,14130.657,32438090.429,2295.583,0.24,249.975,9,346.665,17.107,17.659,0.67,117.029,0,5,19,,,,,,,,,,,18
590,C,3,3,212.415,111824.163,0.948,127.0,191109.017,282.551,775551.683,1.143,228812.899,90.0,329380.554,0.498,2484.5,56.866,1.748,21.435,29.871,34.277,128.231,2568.657,16319.417,44178353.568,2707.104,0.405,222.396,7,289.943,29.871,34.277,0.781,84.954,0,5,19,,,,,,,,,,,18
591,C,3,1,140.483,78888.46,0.963,86.0,159863.3,902.896,2069978.328,1.011,428413.698,216.0,333820.145,0.547,2745.0,52.69,1.585,20.054,16.063,14.424,120.942,2760.157,10924.37,42769447.457,3915.049,0.18,392.319,11,523.126,16.063,14.424,0.713,168.314,1,6,20,,,,,,,,,,,18
592,C,3,2,44.046,22118.476,0.914,21.0,48649.915,335.893,830972.367,1.045,109769.181,57.0,471000.77,0.585,2651.0,61.765,1.082,17.67,22.062,25.635,177.558,2652.654,14309.725,14333434.656,1001.657,0.729,71.993,3,131.414,22.062,25.635,1.026,48.652,0,1,20,,,,,,,,,,,18
593,C,3,3,44.363,35123.391,0.979,33.0,48940.071,731.781,1690556.758,1.349,76177.345,49.0,469092.837,0.647,4101.0,47.078,1.299,17.086,23.218,25.677,114.182,4108.278,18157.006,33645061.96,1853.007,0.365,144.285,4,252.471,23.218,25.677,0.976,100.667,0,2,20,,,,,,,,,,,18
594,C,3,4,16.689,24309.354,0.961,8.0,45816.693,611.578,1466745.01,1.338,159462.691,104.0,326406.426,0.741,2545.0,46.692,1.252,18.842,31.127,29.686,128.548,2539.188,7924.278,28672767.607,3618.344,0.417,199.688,4,330.364,31.127,29.686,0.798,134.182,0,0,20,,,,,,,,,,,18
595,C,3,5,8.978,4366.931,0.806,4.0,10392.6,806.987,2203900.585,1.439,64293.188,42.0,314541.497,0.848,2567.0,42.624,1.038,15.358,23.851,18.865,122.527,2567.123,9093.484,30677846.743,3373.607,0.332,198.186,3,357.184,23.851,18.865,0.789,134.054,0,1,20,,,,,,,,,,,18
596,C,3,6,133.301,68288.826,0.962,81.0,114538.405,589.819,1320423.249,1.135,155507.395,96.0,197180.011,0.656,2478.0,38.722,1.434,15.488,20.702,12.562,78.269,2519.251,11915.484,28933768.151,2428.25,0.248,243.149,7,350.728,20.702,12.562,0.982,112.209,0,3,20,,,,,,,,,,,18
597,C,3,7,56.51,41131.824,0.959,32.0,81891.34,215.056,687092.059,0.987,275512.795,110.0,495166.126,0.396,2993.0,72.034,1.674,17.429,21.421,20.485,163.616,3026.4,16225.837,30011748.496,1849.627,0.492,153.625,5,217.441,21.421,20.485,1.13,82.216,0,1,20,,,,,,,,,,,18
598,C,3,8,35.174,35947.514,0.922,11.0,109676.73,1529.262,3189839.087,1.352,273003.455,180.0,282896.407,0.749,2844.0,40.871,1.109,13.912,26.53,28.275,99.606,2840.158,12997.207,56350024.725,4335.549,0.285,259.421,6,437.138,26.53,28.275,1.202,172.027,0,2,20,,,,,,,,,,,18
599,C,5,1,167.101,95379.594,0.953,104.0,165621.428,771.285,1902913.619,1.072,433026.061,223.0,375664.539,0.489,2813.0,57.933,2.053,21.813,21.146,18.212,130.66,2875.129,10959.712,48180849.478,4396.178,0.177,337.834,7,559.071,21.146,18.212,0.703,162.779,0,3,1,,,,,,,,,,,16
600,C,5,2,239.772,119427.644,0.827,51.0,774561.856,719.317,2874802.623,1.319,55051.62,31.0,712486.485,0.866,3358.0,55.4,1.012,20.003,17.678,16.932,211.464,3369.297,15989.514,25311810.496,1583.026,0.334,167.543,6,244.101,17.678,16.932,0.984,76.365,0,2,1,,,,,,,,,,,16
601,C,5,3,86.719,54003.021,0.947,47.0,103200.976,498.557,1657569.998,0.902,149821.949,61.0,472331.771,0.716,2808.5,54.155,1.249,20.879,15.604,15.315,167.101,2826.62,14647.799,21716456.375,1482.575,0.571,134.681,5,180.553,15.604,15.315,0.816,56.616,0,1,1,,,,,,,,,,,16
602,C,5,4,11.302,6604.47,0.934,8.0,9216.025,329.027,874974.184,1.099,47929.924,25.0,473735.442,0.938,2960.0,45.801,0.944,15.289,20.898,23.437,156.539,3026.317,14537.127,18175797.178,1250.302,0.556,92.206,3,168.125,20.898,23.437,0.858,63.242,0,1,1,,,,,,,,,,,16
603,C,5,5,14.999,8043.419,0.912,8.0,14290.749,655.096,1735034.317,1.097,382543.612,183.0,276719.786,0.731,2864.0,40.838,1.121,13.703,28.289,26.962,97.071,2850.7,17519.054,51974370.056,2966.734,0.413,194.219,5,300.624,28.289,26.962,1.112,95.855,0,3,1,,,,,,,,,,,16
604,C,5,6,39.504,28118.632,0.995,26.0,42883.76,554.328,1558656.722,1.113,144912.987,75.0,693278.608,0.876,3639.5,51.615,0.974,17.68,14.05,9.125,185.692,3733.496,15620.639,35289231.324,2259.141,0.232,210.765,5,350.15,14.05,9.125,0.825,149.928,0,1,1,,,,,,,,,,,16
605,C,5,1,344.66,186958.989,0.814,112.0,655643.645,894.34,1568372.784,1.299,173723.911,126.0,616007.269,0.435,2697.5,81.279,1.336,23.893,23.597,22.701,228.576,2694.979,12140.475,30220023.524,2489.196,0.382,212.225,6,286.017,23.597,22.701,0.789,89.745,1,3,2,,,,,,,,,,,16
606,C,5,2,3.063,1623.333,0.97,2.0,2423.919,544.928,993309.97,1.322,140455.519,102.0,355885.221,0.376,2367.0,70.48,2.23,24.378,24.52,29.399,148.617,2394.653,11307.198,36579071.769,3235.025,0.353,223.023,6,339.249,24.52,29.399,0.996,100.405,0,4,2,,,,,,,,,,,16
607,C,5,3,65.488,36437.718,0.912,34.0,72492.476,270.615,657032.529,1.024,35659.488,21.0,495065.78,0.914,4208.0,39.921,0.978,14.682,17.008,19.357,115.872,4272.51,15278.467,15754035.532,1031.127,0.615,91.516,4,145.157,17.008,19.357,0.673,60.352,0,0,2,,,,,,,,,,,16
608,C,5,4,89.677,46825.022,0.932,54.0,80240.714,560.772,1072296.579,1.099,107310.538,70.0,210527.197,0.658,2282.0,41.845,1.248,14.84,18.237,18.703,91.684,2296.229,10926.564,24012946.583,2197.667,0.359,180.273,5,277.176,18.237,18.703,0.905,118.204,0,1,2,,,,,,,,,,,16
609,C,5,5,650.554,976062.735,0.806,193.0,4000621.143,1537.923,7130634.6,0.958,132156.633,68.0,710247.096,0.486,3560.0,71.153,1.53,23.893,26.723,21.174,195.832,3626.824,19633.976,54206808.937,2760.868,0.405,159.947,4,292.855,26.723,21.174,0.8,108.098,0,2,2,,,,,,,,,,,16
610,C,5,6,4.331,1782.688,0.815,2.0,3910.824,854.413,2223319.398,1.145,82481.434,57.0,347431.081,0.719,2595.0,48.28,1.31,19.785,21.225,24.275,133.301,2606.37,12530.994,31112685.09,2482.858,0.37,171.056,4,290.371,21.225,24.275,1.037,116.548,0,2,2,,,,,,,,,,,16
611,C,5,7,6.338,2301.314,0.704,2.0,7313.057,540.174,945607.948,1.292,96545.75,70.0,315755.992,0.561,2512.5,53.085,1.471,20.129,23.484,21.218,125.907,2507.853,12199.153,31690717.067,2597.78,0.468,149.507,3,264.064,23.484,21.218,1.027,95.036,0,1,2,,,,,,,,,,,16
612,C,5,8,4.225,6469.146,0.788,4.0,6450.087,673.369,1711101.973,1.312,198948.196,145.0,297585.156,0.823,2469.0,42.858,1.041,15.315,23.727,22.189,120.309,2473.514,14523.15,35436110.688,2439.974,0.457,199.085,7,258.99,23.727,22.189,1.086,100.363,0,1,2,,,,,,,,,,,16
613,C,5,9,0.634,488.167,0.967,1.0,309.38,396.205,790674.135,1.33,48229.629,35.0,210497.939,0.804,2198.5,38.643,1.143,14.847,14.612,12.676,95.486,2204.48,9204.28,21065018.253,2288.611,0.248,167.448,2,340.779,14.612,12.676,1.054,158.551,0,0,2,,,,,,,,,,,16
614,C,5,1,516.725,408612.534,0.818,128.0,2320337.416,823.042,2026368.28,1.025,115944.982,71.0,184426.974,0.798,2451.5,34.365,1.147,13.159,20.518,22.448,74.995,2459.194,9139.964,26649542.668,2915.716,0.268,297.315,11,369.658,20.518,22.448,0.909,108.27,0,5,3,,,,,,,,,,,16
615,C,5,2,83.868,67844.931,0.945,57.0,100020.242,783.855,2122919.534,1.049,90599.739,51.0,198914.505,0.762,2548.0,35.659,1.204,13.819,24.701,24.964,77.107,2579.707,19038.946,38038421.651,1997.927,0.521,138.697,4,219.494,24.701,24.964,1.217,67.817,0,2,3,,,,,,,,,,,16
616,C,5,3,319.204,249744.38,0.89,127.0,686218.633,395.783,1062085.446,0.958,221307.72,115.0,318204.099,0.516,2497.0,55.522,1.405,18.23,25.361,28.115,126.646,2512.542,11401.945,28056502.187,2460.677,0.306,246.555,10,317.882,25.361,28.115,1.121,87.852,0,6,3,,,,,,,,,,,16
617,C,5,4,5.176,4134.076,0.994,4.0,5389.702,218.753,404383.034,1.098,105240.603,70.0,354299.661,0.784,2335.0,49.118,1.098,18.111,19.679,20.223,150.518,2353.871,6582.92,14442728.279,2193.97,0.267,216.281,7,321.286,19.679,20.223,0.762,114.905,0,3,3,,,,,,,,,,,16
618,C,5,5,29.47,11445.853,0.818,10.0,44681.841,551.793,1014677.911,1.368,104651.905,74.0,311172.749,0.84,2434.0,43.751,1.056,15.853,25.371,30.253,127.914,2432.675,9366.158,25720219.804,2746.08,0.483,171.685,5,267.345,25.371,30.253,0.867,108.827,0,1,3,,,,,,,,,,,16
619,C,5,6,120.414,90081.381,0.999,45.0,263518.998,986.658,3810257.216,1.246,39801.702,26.0,345852.175,0.83,2793.0,43.006,1.112,17.094,14.117,13.735,122.104,2832.432,12026.978,33395450.074,2776.712,0.158,254.083,5,470.287,14.117,13.735,0.974,207.537,0,1,3,,,,,,,,,,,16
620,C,5,7,11.619,7298.682,0.766,5.0,17190.304,1824.488,3714946.863,1.371,269596.18,191.0,244140.006,0.63,2660.5,42.904,1.394,16.932,20.285,15.161,92.318,2644.565,8982.11,50860568.144,5662.43,0.134,505.949,15,727.387,20.285,15.161,0.66,172.175,0,5,3,,,,,,,,,,,16
621,C,5,1,4.436,2256.818,0.688,2.0,5112.644,563.835,1007805.635,1.196,70675.899,49.0,436821.169,0.499,2360.5,68.294,1.452,21.514,21.839,20.077,185.058,2360.458,9202.966,18221600.457,1979.97,0.466,187.763,8,231.086,21.839,20.077,0.958,83.462,0,2,4,,,,,,,,,,,16
622,C,5,2,0.951,764.222,0.965,1.0,726.5,47.532,69026.55,1.248,166452.809,117.0,452834.371,0.398,2316.5,78.602,1.438,21.381,19.765,22.019,195.832,2312.365,9573.647,11653432.911,1217.241,0.581,115.313,5,162.246,19.765,22.019,1.359,61.326,0,3,4,,,,,,,,,,,16
623,C,5,3,2.852,3093.111,0.965,3.0,2940.433,589.713,1817001.391,1.344,19960.851,13.0,572713.889,0.868,3047.0,52.767,1.035,19.161,13.015,10.754,192.346,2977.519,13390.26,18351417.747,1370.505,0.287,153.557,5,244.861,13.015,10.754,1.214,104.01,0,1,4,,,,,,,,,,,16
624,C,5,4,105.732,61215.099,0.973,73.0,90786.577,286.776,504249.167,1.088,280337.992,176.0,233176.072,0.852,2532.5,36.696,1.047,12.562,20.448,18.865,91.261,2555.036,8244.381,25977603.271,3150.947,0.296,241.087,7,365.536,20.448,18.865,1.154,147.658,0,3,4,,,,,,,,,,,16
625,C,5,5,77.107,42667.661,0.933,45.0,73908.189,577.249,1931995.152,1.003,75955.734,39.0,637055.161,0.932,3670.0,48.422,1.002,17.882,17.113,18.154,173.861,3664.156,12598.664,19611318.759,1556.619,0.406,102.801,2,219.625,17.113,18.154,1.34,97.051,0,0,4,,,,,,,,,,,16
